Year,Province,Procedure,pct_Meeting_Benchmark,50th_Percentile,90th_Percentile,Volume,Has_Benchmark,Wait_Range,Ontario_50th,Vs_Ontario_Gap
2009,New Brunswick,Cataract Surgery,84.0,45.0,135.0,4634.0,True,90.0,,
2009,New Brunswick,Hip Fracture Repair,82.0,19.0,69.0,323.0,True,50.0,,
2009,New Brunswick,Hip Replacement,76.0,94.0,250.0,315.0,True,156.0,,
2009,New Brunswick,Knee Replacement,63.0,137.0,340.0,575.0,True,203.0,,
2009,New Brunswick,Radiation Therapy,92.0,,,,True,,,
2009,Newfoundland and Labrador,CABG,98.0,8.0,136.0,185.0,True,128.0,,
2009,Newfoundland and Labrador,CT Scan,,,,33565.0,False,,,
2009,Newfoundland and Labrador,Cataract Surgery,,,,2039.0,False,,,
2009,Newfoundland and Labrador,Hip Replacement,,,,181.0,False,,,
2009,Newfoundland and Labrador,Knee Replacement,,,,310.0,False,,,
2009,Newfoundland and Labrador,MRI Scan,,,,5903.0,False,,,
2009,Newfoundland and Labrador,Radiation Therapy,88.0,9.0,33.0,811.0,True,24.0,,
2009,Nova Scotia,CABG,100.0,63.0,117.0,118.0,True,54.0,,
2009,Nova Scotia,CT Scan,,18.0,76.0,23018.0,False,58.0,,
2009,Nova Scotia,Cataract Surgery,69.0,67.0,210.0,4835.0,True,143.0,,
2009,Nova Scotia,Hip Fracture Repair,82.0,21.0,69.0,262.0,True,48.0,,
2009,Nova Scotia,Hip Replacement,51.0,178.0,543.0,525.0,True,365.0,,
2009,Nova Scotia,Knee Replacement,47.0,195.0,576.0,697.0,True,381.0,,
2009,Nova Scotia,MRI Scan,,48.0,106.0,6272.0,False,58.0,,
2009,Nova Scotia,Radiation Therapy,62.0,21.0,49.0,1330.0,True,28.0,,
2009,Ontario,CABG,100.0,7.0,43.0,3990.0,True,36.0,,
2009,Ontario,CT Scan,,9.0,42.0,357103.0,False,33.0,,
2009,Ontario,Cataract Surgery,92.0,43.0,104.0,67377.0,True,61.0,,
2009,Ontario,Hip Fracture Repair,77.0,26.0,75.0,4921.0,True,49.0,,
2009,Ontario,Hip Fracture Repair/Emergency and Inpatient,69.0,32.0,46.0,4221.0,True,14.0,,
2009,Ontario,Hip Replacement,93.0,62.0,160.0,5822.0,True,98.0,,
2009,Ontario,Knee Replacement,90.0,67.0,184.0,10332.0,True,117.0,,
2009,Ontario,MRI Scan,,40.0,105.0,222720.0,False,65.0,,
2009,Ontario,Radiation Therapy,96.0,7.0,21.0,13352.0,True,14.0,,
2009,Prince Edward Island,CT Scan,,7.0,34.0,3463.0,False,27.0,,
2009,Prince Edward Island,Cataract Surgery,80.0,67.0,163.0,548.0,True,96.0,,
2009,Prince Edward Island,Hip Replacement,84.0,105.0,197.0,56.0,True,92.0,,
2009,Prince Edward Island,Knee Replacement,69.0,137.0,309.0,111.0,True,172.0,,
2009,Prince Edward Island,MRI Scan,,111.0,182.0,1473.0,False,71.0,,
2009,Prince Edward Island,Radiation Therapy,95.0,9.0,23.0,199.0,True,14.0,,
2009,Quebec,Cataract Surgery,87.0,37.0,130.0,37720.0,True,93.0,,
2009,Quebec,Hip Replacement,90.0,66.0,183.0,2185.0,True,117.0,,
2009,Quebec,Knee Replacement,85.0,85.0,214.0,3018.0,True,129.0,,
2009,Quebec,Radiation Therapy,,,,8796.0,False,,,
2009,Saskatchewan,CABG,97.0,5.0,90.0,329.0,True,85.0,,
2009,Saskatchewan,Cataract Surgery,59.0,95.0,350.0,3249.0,True,255.0,,
2009,Saskatchewan,Hip Fracture Repair,75.0,26.0,84.0,365.0,True,58.0,,
2009,Saskatchewan,Hip Replacement,64.0,131.0,403.0,570.0,True,272.0,,
2009,Saskatchewan,Knee Replacement,48.0,194.0,463.0,1086.0,True,269.0,,
2009,Saskatchewan,Radiation Therapy,97.0,8.0,22.0,832.0,True,14.0,,
2010,Alberta,CABG,95.0,15.0,133.0,590.0,True,118.0,,
2010,Alberta,CT Scan,,8.0,36.0,,False,28.0,,
2010,Alberta,Cataract Surgery,48.0,118.0,331.0,8453.0,True,213.0,,
2010,Alberta,Hip Fracture Repair,81.0,23.0,69.0,1190.0,True,46.0,,
2010,Alberta,Hip Fracture Repair/Emergency and Inpatient,73.0,31.0,74.0,832.0,True,43.0,,
2010,Alberta,Hip Replacement,78.0,104.0,268.0,1481.0,True,164.0,,
2010,Alberta,Knee Replacement,69.0,128.0,344.0,2342.0,True,216.0,,
2010,Alberta,MRI Scan,,39.0,118.0,33713.0,False,79.0,,
2010,Alberta,Radiation Therapy,94.0,8.0,26.0,3290.0,True,18.0,,
2010,British Columbia,CABG,99.0,19.0,68.0,931.0,True,49.0,,
2010,British Columbia,Cataract Surgery,81.0,54.0,158.0,24059.0,True,104.0,,
2010,British Columbia,Hip Fracture Repair,80.0,25.0,69.0,2031.0,True,44.0,,
2010,British Columbia,Hip Replacement,87.0,79.0,195.0,2162.0,True,116.0,,
2010,British Columbia,Knee Replacement,80.0,101.0,236.0,3317.0,True,135.0,,
2010,British Columbia,Radiation Therapy,92.0,8.0,25.0,,True,17.0,,
2010,Canada,CABG,99.0,,,6662.0,True,,,
2010,Canada,Cataract Surgery,82.7198273121479,52.0752012360279,146.927904729206,157278.0,True,94.8527034931781,,
2010,Canada,Hip Fracture Repair,78.0,25.0,72.0,10164.0,True,47.0,,
2010,Canada,Hip Replacement,84.0,83.0,226.0,13746.0,True,143.0,,
2010,Canada,Knee Replacement,80.0,99.0,258.0,23082.0,True,159.0,,
2010,Canada,Radiation Therapy,96.0,,,,True,,,
2010,Manitoba,CABG,99.0,14.0,82.0,386.0,True,68.0,,
2010,Manitoba,Cataract Surgery,70.0,82.0,179.0,4296.0,True,97.0,,
2010,Manitoba,Hip Fracture Repair,82.0,22.0,70.0,538.0,True,48.0,,
2010,Manitoba,Hip Replacement,61.0,141.0,365.0,730.0,True,224.0,,
2010,Manitoba,Knee Replacement,53.0,172.0,420.0,976.0,True,248.0,,
2010,Manitoba,MRI Scan,,,,28504.0,False,,,
2010,Manitoba,Radiation Therapy,100.0,6.0,24.0,1293.0,True,18.0,,
2010,New Brunswick,CABG,100.0,5.0,63.0,234.0,True,58.0,,
2010,New Brunswick,Cataract Surgery,89.0,44.0,119.0,4712.0,True,75.0,,
2010,New Brunswick,Hip Fracture Repair,78.0,21.0,79.0,355.0,True,58.0,,
2010,New Brunswick,Hip Replacement,79.0,86.0,232.0,312.0,True,146.0,,
2010,New Brunswick,Knee Replacement,67.0,119.0,314.0,543.0,True,195.0,,
2010,New Brunswick,Radiation Therapy,87.0,,,1147.0,True,,,
2010,Newfoundland and Labrador,CABG,100.0,9.0,84.0,179.0,True,75.0,,
2010,Newfoundland and Labrador,CT Scan,,,,33591.0,False,,,
2010,Newfoundland and Labrador,Cataract Surgery,80.0,58.0,144.0,2256.0,True,86.0,,
2010,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,78.0,26.0,60.0,188.0,True,34.0,,
2010,Newfoundland and Labrador,Hip Replacement,75.0,90.0,360.0,143.0,True,270.0,,
2010,Newfoundland and Labrador,Knee Replacement,67.0,113.0,438.0,358.0,True,325.0,,
2010,Newfoundland and Labrador,MRI Scan,,,,6813.0,False,,,
2010,Newfoundland and Labrador,Radiation Therapy,94.0,14.0,27.0,382.0,True,13.0,,
2010,Nova Scotia,CABG,100.0,5.0,23.0,159.0,True,18.0,,
2010,Nova Scotia,CT Scan,,24.0,87.0,35336.0,False,63.0,,
2010,Nova Scotia,Cataract Surgery,67.0,69.0,206.0,5136.0,True,137.0,,
2010,Nova Scotia,Hip Fracture Repair,78.0,22.0,83.0,472.0,True,61.0,,
2010,Nova Scotia,Hip Replacement,57.0,160.0,512.0,548.0,True,352.0,,
2010,Nova Scotia,Knee Replacement,42.0,218.0,582.0,841.0,True,364.0,,
2010,Nova Scotia,MRI Scan,,45.0,113.0,9315.0,False,68.0,,
2010,Nova Scotia,Radiation Therapy,85.0,12.0,35.0,1367.0,True,23.0,,
2010,Ontario,CABG,100.0,6.0,41.0,3871.0,True,35.0,,
2010,Ontario,CT Scan,,7.0,35.0,340689.0,False,28.0,,
2010,Ontario,Cataract Surgery,88.0,48.0,122.0,65919.0,True,74.0,,
2010,Ontario,Hip Fracture Repair,77.0,26.0,73.0,5009.0,True,47.0,,
2010,Ontario,Hip Fracture Repair/Emergency and Inpatient,70.0,33.0,79.0,4467.0,True,46.0,,
2010,Ontario,Hip Replacement,91.0,65.0,172.0,5823.0,True,107.0,,
2010,Ontario,Knee Replacement,89.0,72.0,190.0,10250.0,True,118.0,,
2010,Ontario,MRI Scan,,36.0,118.0,234800.0,False,82.0,,
2010,Ontario,Radiation Therapy,97.0,7.0,20.0,13633.0,True,13.0,,
2010,Prince Edward Island,CT Scan,,12.0,29.0,3294.0,False,17.0,,
2010,Prince Edward Island,Cataract Surgery,80.4,63.5,133.6,465.0,True,70.1,,
2010,Prince Edward Island,Hip Fracture Repair,74.0,26.0,71.0,62.0,True,45.0,,
2010,Prince Edward Island,Hip Replacement,90.0,62.0,205.0,41.0,True,143.0,,
2010,Prince Edward Island,Knee Replacement,73.0,127.0,316.0,99.0,True,189.0,,
2010,Prince Edward Island,MRI Scan,,77.0,160.0,1877.0,False,83.0,,
2010,Prince Edward Island,Radiation Therapy,97.0,14.0,23.0,215.0,True,9.0,,
2010,Quebec,Cataract Surgery,87.0,36.0,126.0,38786.0,True,90.0,,
2010,Quebec,Hip Replacement,88.0,72.0,203.0,1989.0,True,131.0,,
2010,Quebec,Knee Replacement,83.0,96.0,225.0,3518.0,True,129.0,,
2010,Quebec,Radiation Therapy,98.0,,,8967.0,True,,,
2010,Saskatchewan,CABG,100.0,4.0,25.0,312.0,True,21.0,,
2010,Saskatchewan,CT Scan,,22.0,70.0,,False,48.0,,
2010,Saskatchewan,Cataract Surgery,62.0,81.0,252.0,3196.0,True,171.0,,
2010,Saskatchewan,Hip Fracture Repair,72.0,33.0,88.0,507.0,True,55.0,,
2010,Saskatchewan,Hip Replacement,69.0,110.0,401.0,517.0,True,291.0,,
2010,Saskatchewan,Knee Replacement,61.0,135.0,428.0,838.0,True,293.0,,
2010,Saskatchewan,MRI Scan,,31.0,99.0,8776.0,False,68.0,,
2010,Saskatchewan,Radiation Therapy,97.0,6.0,20.0,891.0,True,14.0,,
2011,Alberta,CABG,95.0,15.0,134.0,369.0,True,119.0,,
2011,Alberta,CT Scan,,13.0,37.0,75386.0,False,24.0,,
2011,Alberta,Cataract Surgery,59.0,88.0,275.0,10301.0,True,187.0,,
2011,Alberta,Hip Fracture Repair,81.0,24.0,65.0,1173.0,True,41.0,,
2011,Alberta,Hip Fracture Repair/Emergency and Inpatient,74.0,30.0,72.0,1005.0,True,42.0,,
2011,Alberta,Hip Replacement,80.0,101.0,290.0,1673.0,True,189.0,,
2011,Alberta,Knee Replacement,70.0,124.0,344.0,2650.0,True,220.0,,
2011,Alberta,MRI Scan,,51.0,235.0,52669.0,False,184.0,,
2011,Alberta,Radiation Therapy,98.0,6.0,22.0,3465.0,True,16.0,,
2011,British Columbia,CABG,99.0,3.0,35.0,979.0,True,32.0,,
2011,British Columbia,Cataract Surgery,78.0,52.0,178.0,25272.0,True,126.0,,
2011,British Columbia,Hip Fracture Repair,76.0,26.0,71.0,1865.0,True,45.0,,
2011,British Columbia,Hip Replacement,83.0,98.0,212.0,2195.0,True,114.0,,
2011,British Columbia,Knee Replacement,74.0,122.0,257.0,3349.0,True,135.0,,
2011,British Columbia,Radiation Therapy,93.0,8.0,25.0,5875.0,True,17.0,,
2011,Canada,CABG,99.0,7.0,50.0,8727.0,True,43.0,,
2011,Canada,Cataract Surgery,82.4768022089597,49.3680666650157,149.260035660335,161524.0,True,99.8919689953193,,
2011,Canada,Hip Fracture Repair,79.0,25.0,68.0,10083.0,True,43.0,,
2011,Canada,Hip Replacement,83.0,90.0,240.0,14523.0,True,150.0,,
2011,Canada,Knee Replacement,76.0,108.0,276.0,24683.0,True,168.0,,
2011,Canada,Radiation Therapy,97.0,7.0,21.0,39481.0,True,14.0,,
2011,Manitoba,CABG,97.0,15.0,110.0,357.0,True,95.0,,
2011,Manitoba,CT Scan,,16.0,35.0,21118.0,False,19.0,,
2011,Manitoba,Cataract Surgery,71.0,76.0,169.0,4519.0,True,93.0,,
2011,Manitoba,Hip Fracture Repair,85.0,22.0,57.0,612.0,True,35.0,,
2011,Manitoba,Hip Replacement,59.0,146.0,382.0,662.0,True,236.0,,
2011,Manitoba,Knee Replacement,52.0,176.0,420.0,1049.0,True,244.0,,
2011,Manitoba,MRI Scan,,55.0,119.0,20652.0,False,64.0,,
2011,Manitoba,Radiation Therapy,100.0,6.0,23.0,1385.0,True,17.0,,
2011,New Brunswick,CABG,99.0,7.0,57.0,204.0,True,50.0,,
2011,New Brunswick,Cataract Surgery,85.0,35.0,158.0,5108.0,True,123.0,,
2011,New Brunswick,Hip Fracture Repair,83.0,20.0,66.0,344.0,True,46.0,,
2011,New Brunswick,Hip Replacement,72.0,120.0,327.0,375.0,True,207.0,,
2011,New Brunswick,Knee Replacement,53.0,172.0,389.0,684.0,True,217.0,,
2011,New Brunswick,Radiation Therapy,95.0,,,1194.0,True,,,
2011,Newfoundland and Labrador,CABG,100.0,5.0,48.0,184.0,True,43.0,,
2011,Newfoundland and Labrador,CT Scan,,,,34051.0,False,,,
2011,Newfoundland and Labrador,Cataract Surgery,71.0,73.0,176.0,1427.0,True,103.0,,
2011,Newfoundland and Labrador,Hip Fracture Repair,87.0,22.0,54.0,227.0,True,32.0,,
2011,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,91.0,24.0,48.0,229.0,True,24.0,,
2011,Newfoundland and Labrador,Hip Replacement,82.0,93.0,334.0,206.0,True,241.0,,
2011,Newfoundland and Labrador,Knee Replacement,62.0,139.0,469.0,413.0,True,330.0,,
2011,Newfoundland and Labrador,MRI Scan,,,,6759.0,False,,,
2011,Newfoundland and Labrador,Radiation Therapy,96.0,14.0,26.0,500.0,True,12.0,,
2011,Nova Scotia,CABG,100.0,10.0,77.0,201.0,True,67.0,,
2011,Nova Scotia,CT Scan,,20.0,75.0,29952.0,False,55.0,,
2011,Nova Scotia,Cataract Surgery,54.0,115.0,292.0,3663.0,True,177.0,,
2011,Nova Scotia,Hip Fracture Repair,79.0,21.0,72.0,396.0,True,51.0,,
2011,Nova Scotia,Hip Replacement,53.0,172.0,498.0,459.0,True,326.0,,
2011,Nova Scotia,Knee Replacement,36.0,252.0,573.0,775.0,True,321.0,,
2011,Nova Scotia,MRI Scan,,53.0,135.0,7613.0,False,82.0,,
2011,Nova Scotia,Radiation Therapy,83.0,13.0,34.0,1376.0,True,21.0,,
2011,Ontario,CABG,100.0,6.0,39.0,3512.0,True,33.0,,
2011,Ontario,CT Scan,,7.0,34.0,345007.0,False,27.0,,
2011,Ontario,Cataract Surgery,88.0,45.0,121.0,66663.0,True,76.0,,
2011,Ontario,Hip Fracture Repair,78.0,27.0,70.0,4996.0,True,43.0,,
2011,Ontario,Hip Fracture Repair/Emergency and Inpatient,70.0,33.0,75.0,4423.0,True,42.0,,
2011,Ontario,Hip Replacement,90.0,70.0,186.0,5919.0,True,116.0,,
2011,Ontario,Knee Replacement,85.0,78.0,219.0,10886.0,True,141.0,,
2011,Ontario,MRI Scan,,34.0,94.0,256348.0,False,60.0,,
2011,Ontario,Radiation Therapy,97.0,7.0,18.0,14738.0,True,11.0,,
2011,Prince Edward Island,CT Scan,,8.0,29.0,3201.0,False,21.0,,
2011,Prince Edward Island,Cataract Surgery,65.9,85.9,170.5,414.0,True,84.6,,
2011,Prince Edward Island,Hip Fracture Repair,81.0,23.0,58.0,32.0,True,35.0,,
2011,Prince Edward Island,Hip Replacement,71.0,112.0,276.0,70.0,True,164.0,,
2011,Prince Edward Island,Knee Replacement,55.0,171.0,297.0,112.0,True,126.0,,
2011,Prince Edward Island,MRI Scan,,32.0,86.0,1984.0,False,54.0,,
2011,Prince Edward Island,Radiation Therapy,96.0,13.0,23.0,228.0,True,10.0,,
2011,Quebec,CABG,,,,2666.0,False,,,
2011,Quebec,Cataract Surgery,88.0,34.0,122.0,41137.0,True,88.0,,
2011,Quebec,Hip Replacement,82.0,86.0,233.0,2408.0,True,147.0,,
2011,Quebec,Knee Replacement,78.0,99.0,246.0,3792.0,True,147.0,,
2011,Quebec,Radiation Therapy,99.0,,,9722.0,True,,,
2011,Saskatchewan,CABG,100.0,3.0,27.0,255.0,True,24.0,,
2011,Saskatchewan,CT Scan,,10.0,39.0,9422.0,False,29.0,,
2011,Saskatchewan,Cataract Surgery,58.0,90.0,242.0,3020.0,True,152.0,,
2011,Saskatchewan,Hip Fracture Repair,84.0,22.0,67.0,438.0,True,45.0,,
2011,Saskatchewan,Hip Replacement,75.0,102.0,324.0,556.0,True,222.0,,
2011,Saskatchewan,Knee Replacement,62.0,139.0,357.0,973.0,True,218.0,,
2011,Saskatchewan,MRI Scan,,48.0,148.0,8766.0,False,100.0,,
2011,Saskatchewan,Radiation Therapy,99.0,6.0,17.0,998.0,True,11.0,,
2012,Alberta,CABG,,11.0,84.0,466.0,False,73.0,,
2012,Alberta,CT Scan,,14.0,36.0,42978.0,False,22.0,,
2012,Alberta,Cataract Surgery,69.0,78.0,209.0,10557.0,True,131.0,,
2012,Alberta,Hip Fracture Repair,80.0,24.0,69.0,1213.0,True,45.0,,
2012,Alberta,Hip Fracture Repair/Emergency and Inpatient,74.0,30.0,74.0,1048.0,True,44.0,,
2012,Alberta,Hip Replacement,84.0,90.0,245.0,1838.0,True,155.0,,
2012,Alberta,Knee Replacement,79.0,104.0,301.0,2850.0,True,197.0,,
2012,Alberta,MRI Scan,,85.0,261.0,29240.0,False,176.0,,
2012,Alberta,Radiation Therapy,97.0,7.0,22.0,3564.0,True,15.0,,
2012,British Columbia,CABG,,6.0,55.0,884.0,False,49.0,,
2012,British Columbia,Cataract Surgery,85.0,39.0,148.0,23652.0,True,109.0,,
2012,British Columbia,Hip Fracture Repair,81.0,25.0,66.0,1961.0,True,41.0,,
2012,British Columbia,Hip Replacement,80.0,97.0,216.0,2436.0,True,119.0,,
2012,British Columbia,Knee Replacement,74.0,124.0,253.0,3475.0,True,129.0,,
2012,British Columbia,Radiation Therapy,94.0,8.0,22.0,6014.0,True,14.0,,
2012,Canada,CABG,,7.0,46.0,8557.0,False,39.0,,
2012,Canada,Cataract Surgery,83.3207219861221,47.1097769454249,145.260420418257,166596.0,True,98.15064347283212,,
2012,Canada,Hip Fracture Repair,81.0,24.0,66.0,10289.0,True,42.0,,
2012,Canada,Hip Replacement,81.0,89.0,238.0,15761.0,True,149.0,,
2012,Canada,Knee Replacement,76.0,107.0,271.0,26603.0,True,164.0,,
2012,Canada,Radiation Therapy,97.0,7.0,19.0,40677.0,True,12.0,,
2012,Manitoba,CABG,,12.0,67.0,232.0,False,55.0,,
2012,Manitoba,CT Scan,,16.0,41.0,26202.0,False,25.0,,
2012,Manitoba,Cataract Surgery,61.0,87.0,257.0,4541.0,True,170.0,,
2012,Manitoba,Hip Fracture Repair,86.0,20.0,63.0,585.0,True,43.0,,
2012,Manitoba,Hip Replacement,56.0,160.0,346.0,665.0,True,186.0,,
2012,Manitoba,Knee Replacement,46.0,198.0,397.0,1015.0,True,199.0,,
2012,Manitoba,MRI Scan,,43.0,99.0,23036.0,False,56.0,,
2012,Manitoba,Radiation Therapy,100.0,6.0,22.0,1550.0,True,16.0,,
2012,New Brunswick,CABG,,5.0,52.0,189.0,False,47.0,,
2012,New Brunswick,Cataract Surgery,85.0,33.0,160.0,4948.0,True,127.0,,
2012,New Brunswick,Hip Fracture Repair,80.0,19.0,72.0,343.0,True,53.0,,
2012,New Brunswick,Hip Replacement,72.0,112.0,290.0,369.0,True,178.0,,
2012,New Brunswick,Knee Replacement,61.0,143.0,340.0,665.0,True,197.0,,
2012,New Brunswick,Radiation Therapy,94.0,7.0,24.0,1023.0,True,17.0,,
2012,Newfoundland and Labrador,CABG,,6.0,69.0,156.0,False,63.0,,
2012,Newfoundland and Labrador,CT Scan,,,,25692.0,False,,,
2012,Newfoundland and Labrador,Cataract Surgery,82.0,52.0,149.0,2484.0,True,97.0,,
2012,Newfoundland and Labrador,Hip Fracture Repair,81.0,26.0,62.0,182.0,True,36.0,,
2012,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,88.0,30.0,49.0,210.0,True,19.0,,
2012,Newfoundland and Labrador,Hip Replacement,83.0,89.0,260.0,195.0,True,171.0,,
2012,Newfoundland and Labrador,Knee Replacement,81.0,105.0,250.0,438.0,True,145.0,,
2012,Newfoundland and Labrador,MRI Scan,,,,8054.0,False,,,
2012,Newfoundland and Labrador,Radiation Therapy,98.0,8.0,19.0,410.0,True,11.0,,
2012,Nova Scotia,CABG,,5.0,58.0,206.0,False,53.0,,
2012,Nova Scotia,CT Scan,,17.0,66.0,50988.0,False,49.0,,
2012,Nova Scotia,Cataract Surgery,58.0,102.0,293.0,3809.0,True,191.0,,
2012,Nova Scotia,Hip Fracture Repair,76.0,24.0,77.0,407.0,True,53.0,,
2012,Nova Scotia,Hip Replacement,47.0,197.0,547.0,456.0,True,350.0,,
2012,Nova Scotia,Knee Replacement,33.0,302.0,598.0,761.0,True,296.0,,
2012,Nova Scotia,MRI Scan,,61.0,146.0,15602.0,False,85.0,,
2012,Nova Scotia,Radiation Therapy,89.0,9.0,29.0,1396.0,True,20.0,,
2012,Ontario,CABG,,6.0,36.0,3273.0,False,30.0,,
